Gene	mRNA	KEGG
SoyZH13_02G052000	SoyZH13_02G052000.m3	KEGG:R03876
SoyZH13_02G052000	SoyZH13_02G052000.m4	KEGG:R03876
SoyZH13_02G052000	SoyZH13_02G052000.m5	KEGG:R03876
SoyZH13_02G052600	SoyZH13_02G052600.m1	KEGG:R00630
SoyZH13_02G053600	SoyZH13_02G053600.m1	KEGG:R02164
SoyZH13_02G055400	SoyZH13_02G055400.m1	KEGG:R02003;KEGG:R02061
SoyZH13_02G055400	SoyZH13_02G055400.m2	KEGG:R02003;KEGG:R02061
SoyZH13_02G059001	SoyZH13_02G059001.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G059001	SoyZH13_02G059001.m2	KEGG:R00630;KEGG:R05825
SoyZH13_02G059300	SoyZH13_02G059300.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G059300	SoyZH13_02G059300.m2	KEGG:R00630;KEGG:R05825
SoyZH13_02G059300	SoyZH13_02G059300.m3	KEGG:R00630;KEGG:R05825
SoyZH13_02G059400	SoyZH13_02G059400.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G059500	SoyZH13_02G059500.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G059600	SoyZH13_02G059600.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G059800	SoyZH13_02G059800.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G059900	SoyZH13_02G059900.m1	KEGG:R00630;KEGG:R05825
SoyZH13_02G061700	SoyZH13_02G061700.m1	KEGG:R01281
SoyZH13_02G062100	SoyZH13_02G062100.m1	KEGG:R00804;KEGG:R02732
SoyZH13_02G062200	SoyZH13_02G062200.m1	KEGG:R00480
SoyZH13_02G067200	SoyZH13_02G067200.m1	KEGG:R03876
SoyZH13_02G067200	SoyZH13_02G067200.m2	KEGG:R03876
SoyZH13_02G069000	SoyZH13_02G069000.m1	KEGG:R02412
SoyZH13_02G069000	SoyZH13_02G069000.m2	KEGG:R02412
SoyZH13_02G069000	SoyZH13_02G069000.m3	KEGG:R02412
SoyZH13_02G070001	SoyZH13_02G070001.m1	KEGG:R02016
SoyZH13_02G070001	SoyZH13_02G070001.m2	KEGG:R02016
SoyZH13_02G071600	SoyZH13_02G071600.m1	KEGG:R00083
SoyZH13_02G071700	SoyZH13_02G071700.m1	KEGG:R01430
SoyZH13_02G073600	SoyZH13_02G073600.m1	KEGG:R01021;KEGG:R01468
SoyZH13_02G073600	SoyZH13_02G073600.m3	KEGG:R01021;KEGG:R01468
SoyZH13_02G073700	SoyZH13_02G073700.m2	KEGG:R08379
SoyZH13_02G073800	SoyZH13_02G073800.m1	KEGG:R03394;KEGG:R03430;KEGG:R04404
SoyZH13_02G073800	SoyZH13_02G073800.m2	KEGG:R03394;KEGG:R03430;KEGG:R04404
SoyZH13_02G073800	SoyZH13_02G073800.m3	KEGG:R03394;KEGG:R03430;KEGG:R04404
SoyZH13_02G077800	SoyZH13_02G077800.m1	KEGG:R07202
SoyZH13_02G078700	SoyZH13_02G078700.m1	KEGG:R03876
SoyZH13_02G079100	SoyZH13_02G079100.m1	KEGG:R05857
SoyZH13_02G079100	SoyZH13_02G079100.m2	KEGG:R05857
SoyZH13_02G079100	SoyZH13_02G079100.m3	KEGG:R05857
SoyZH13_02G079100	SoyZH13_02G079100.m4	KEGG:R05857
SoyZH13_02G081301	SoyZH13_02G081301.m1	KEGG:R00630
SoyZH13_02G081302	SoyZH13_02G081302.m1	KEGG:R00630
SoyZH13_02G082200	SoyZH13_02G082200.m1	KEGG:R04734
SoyZH13_02G082300	SoyZH13_02G082300.m1	KEGG:R01001
SoyZH13_02G083200	SoyZH13_02G083200.m1	KEGG:R07419
SoyZH13_02G084701	SoyZH13_02G084701.m1	KEGG:R03876
SoyZH13_02G089600	SoyZH13_02G089600.m1	KEGG:R02016
SoyZH13_02G090700	SoyZH13_02G090700.m1	KEGG:R00804
SoyZH13_02G093900	SoyZH13_02G093900.m1	KEGG:R04606
SoyZH13_02G096400	SoyZH13_02G096400.m1	KEGG:R03876
SoyZH13_02G096400	SoyZH13_02G096400.m2	KEGG:R03876
SoyZH13_02G096400	SoyZH13_02G096400.m3	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m1	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m2	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m3	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m4	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m5	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m6	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m7	KEGG:R03876
SoyZH13_02G096700	SoyZH13_02G096700.m8	KEGG:R03876
SoyZH13_02G099300	SoyZH13_02G099300.m1	KEGG:R03876
SoyZH13_02G100200	SoyZH13_02G100200.m1	KEGG:R03876
SoyZH13_02G105000	SoyZH13_02G105000.m1	KEGG:R01715
SoyZH13_02G105200	SoyZH13_02G105200.m1	KEGG:R01715
SoyZH13_02G106100	SoyZH13_02G106100.m1	KEGG:R03876
SoyZH13_02G106100	SoyZH13_02G106100.m2	KEGG:R03876
SoyZH13_02G108100	SoyZH13_02G108100.m1	KEGG:R00286
SoyZH13_02G108100	SoyZH13_02G108100.m2	KEGG:R00286
SoyZH13_02G111300	SoyZH13_02G111300.m1	KEGG:R00630;KEGG:R02035
SoyZH13_02G111300	SoyZH13_02G111300.m2	KEGG:R00630;KEGG:R02035
SoyZH13_02G111300	SoyZH13_02G111300.m3	KEGG:R00630;KEGG:R02035
SoyZH13_02G111300	SoyZH13_02G111300.m4	KEGG:R00630;KEGG:R02035
SoyZH13_02G111300	SoyZH13_02G111300.m5	KEGG:R00630;KEGG:R02035
SoyZH13_02G111300	SoyZH13_02G111300.m6	KEGG:R00630;KEGG:R02035
SoyZH13_02G111500	SoyZH13_02G111500.m1	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m2	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m3	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m4	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m5	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m6	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m7	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m8	KEGG:R03503
SoyZH13_02G111500	SoyZH13_02G111500.m9	KEGG:R03503
SoyZH13_02G111700	SoyZH13_02G111700.m1	KEGG:R01853;KEGG:R02173;KEGG:R02529;KEGG:R02613
SoyZH13_02G112800	SoyZH13_02G112800.m1	KEGG:R03876
SoyZH13_02G114600	SoyZH13_02G114600.m1	KEGG:R03361
SoyZH13_02G114600	SoyZH13_02G114600.m2	KEGG:R03361
SoyZH13_02G114900	SoyZH13_02G114900.m1	KEGG:R09656;KEGG:R09658
SoyZH13_02G115700	SoyZH13_02G115700.m1	KEGG:R00630
SoyZH13_02G117600	SoyZH13_02G117600.m1	KEGG:R03532
SoyZH13_02G117700	SoyZH13_02G117700.m1	KEGG:R03532
SoyZH13_02G118300	SoyZH13_02G118300.m1	KEGG:R00178
SoyZH13_02G120801	SoyZH13_02G120801.m1	KEGG:R00345
SoyZH13_02G120803	SoyZH13_02G120803.m1	KEGG:R00345
SoyZH13_02G120804	SoyZH13_02G120804.m1	KEGG:R00345
SoyZH13_02G120807	SoyZH13_02G120807.m1	KEGG:R00345
SoyZH13_02G121702	SoyZH13_02G121702.m1	KEGG:R00345
SoyZH13_02G121703	SoyZH13_02G121703.m1	KEGG:R00345
SoyZH13_02G122200	SoyZH13_02G122200.m1	KEGG:R00345
SoyZH13_02G122500	SoyZH13_02G122500.m1	KEGG:R00630
SoyZH13_02G122600	SoyZH13_02G122600.m1	KEGG:R04138
SoyZH13_02G122600	SoyZH13_02G122600.m2	KEGG:R04138
SoyZH13_02G123200	SoyZH13_02G123200.m1	KEGG:R07202
SoyZH13_02G124800	SoyZH13_02G124800.m1	KEGG:R00630
SoyZH13_02G124900	SoyZH13_02G124900.m1	KEGG:R00630
SoyZH13_02G124900	SoyZH13_02G124900.m2	KEGG:R00630
SoyZH13_02G125000	SoyZH13_02G125000.m1	KEGG:R00630
SoyZH13_02G125000	SoyZH13_02G125000.m2	KEGG:R00630
SoyZH13_02G125000	SoyZH13_02G125000.m3	KEGG:R00630
SoyZH13_02G125000	SoyZH13_02G125000.m4	KEGG:R00630
SoyZH13_02G126201	SoyZH13_02G126201.m1	KEGG:R03532
SoyZH13_02G126201	SoyZH13_02G126201.m2	KEGG:R03532
SoyZH13_02G126201	SoyZH13_02G126201.m3	KEGG:R03532
SoyZH13_02G127400	SoyZH13_02G127400.m1	KEGG:R03876
SoyZH13_02G128400	SoyZH13_02G128400.m1	KEGG:R03876
SoyZH13_02G128400	SoyZH13_02G128400.m2	KEGG:R03876
SoyZH13_02G129200	SoyZH13_02G129200.m1	KEGG:R04552
SoyZH13_02G129700	SoyZH13_02G129700.m1	KEGG:R00162
SoyZH13_02G129700	SoyZH13_02G129700.m2	KEGG:R00162
SoyZH13_02G129700	SoyZH13_02G129700.m3	KEGG:R00162
SoyZH13_02G129700	SoyZH13_02G129700.m4	KEGG:R00162
SoyZH13_02G132200	SoyZH13_02G132200.m1	KEGG:R03876
SoyZH13_02G132500	SoyZH13_02G132500.m1	KEGG:R02016
SoyZH13_02G132500	SoyZH13_02G132500.m2	KEGG:R02016
SoyZH13_02G132500	SoyZH13_02G132500.m3	KEGG:R02016
SoyZH13_02G132500	SoyZH13_02G132500.m4	KEGG:R02016
SoyZH13_02G132501	SoyZH13_02G132501.m1	KEGG:R04034
SoyZH13_02G136000	SoyZH13_02G136000.m1	KEGG:R04138
SoyZH13_02G136000	SoyZH13_02G136000.m2	KEGG:R04138
SoyZH13_02G136200	SoyZH13_02G136200.m1	KEGG:R03394;KEGG:R03430;KEGG:R04404
SoyZH13_02G136200	SoyZH13_02G136200.m2	KEGG:R03394;KEGG:R03430;KEGG:R04404
SoyZH13_02G139100	SoyZH13_02G139100.m1	KEGG:R04038
SoyZH13_02G139400	SoyZH13_02G139400.m1	KEGG:R03532
SoyZH13_02G140000	SoyZH13_02G140000.m1	KEGG:R03876
SoyZH13_02G140000	SoyZH13_02G140000.m2	KEGG:R03876
SoyZH13_02G140000	SoyZH13_02G140000.m3	KEGG:R03876
SoyZH13_02G140000	SoyZH13_02G140000.m4	KEGG:R03876
SoyZH13_02G141900	SoyZH13_02G141900.m1	KEGG:R03532
SoyZH13_02G143301	SoyZH13_02G143301.m1	KEGG:R02016
SoyZH13_02G145201	SoyZH13_02G145201.m1	KEGG:R06601
SoyZH13_02G150100	SoyZH13_02G150100.m1	KEGG:R03876
SoyZH13_02G150100	SoyZH13_02G150100.m2	KEGG:R03876
SoyZH13_02G150100	SoyZH13_02G150100.m3	KEGG:R03876
SoyZH13_02G150100	SoyZH13_02G150100.m4	KEGG:R03876
SoyZH13_02G150100	SoyZH13_02G150100.m5	KEGG:R03876
SoyZH13_02G152200	SoyZH13_02G152200.m1	KEGG:R03469
SoyZH13_02G152200	SoyZH13_02G152200.m2	KEGG:R03469
SoyZH13_02G154300	SoyZH13_02G154300.m1	KEGG:R02715
SoyZH13_02G154300	SoyZH13_02G154300.m2	KEGG:R02715
SoyZH13_02G154300	SoyZH13_02G154300.m3	KEGG:R02715
SoyZH13_02G158100	SoyZH13_02G158100.m1	KEGG:R03532
SoyZH13_02G168800	SoyZH13_02G168800.m1	KEGG:R02119
SoyZH13_02G169600	SoyZH13_02G169600.m1	KEGG:R01853
SoyZH13_02G169800	SoyZH13_02G169800.m1	KEGG:R02016
SoyZH13_02G169800	SoyZH13_02G169800.m2	KEGG:R02016
SoyZH13_02G170300	SoyZH13_02G170300.m1	KEGG:R02119
SoyZH13_02G170700	SoyZH13_02G170700.m1	KEGG:R00842
SoyZH13_02G170800	SoyZH13_02G170800.m1	KEGG:R00527;KEGG:R00630
SoyZH13_02G172203	SoyZH13_02G172203.m1	KEGG:R05636
SoyZH13_02G173900	SoyZH13_02G173900.m1	KEGG:R00630
SoyZH13_02G173900	SoyZH13_02G173900.m2	KEGG:R00630
SoyZH13_02G173900	SoyZH13_02G173900.m3	KEGG:R00630
SoyZH13_02G173900	SoyZH13_02G173900.m4	KEGG:R00630
SoyZH13_02G175700	SoyZH13_02G175700.m1	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m2	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m3	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m4	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m5	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m6	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m7	KEGG:R03876
SoyZH13_02G175700	SoyZH13_02G175700.m8	KEGG:R03876
SoyZH13_02G178400	SoyZH13_02G178400.m1	KEGG:R03876
SoyZH13_02G178700	SoyZH13_02G178700.m1	KEGG:R03876
SoyZH13_02G180200	SoyZH13_02G180200.m1	KEGG:R03532
SoyZH13_02G180901	SoyZH13_02G180901.m1	KEGG:R02061
SoyZH13_02G183900	SoyZH13_02G183900.m1	KEGG:R01058
SoyZH13_02G183900	SoyZH13_02G183900.m2	KEGG:R01058
SoyZH13_02G189700	SoyZH13_02G189700.m1	KEGG:R01385
SoyZH13_02G190000	SoyZH13_02G190000.m1	KEGG:R01826
SoyZH13_02G190200	SoyZH13_02G190200.m1	KEGG:R00893
SoyZH13_02G190600	SoyZH13_02G190600.m1	KEGG:R03532
SoyZH13_02G191500	SoyZH13_02G191500.m1	KEGG:R00004
SoyZH13_02G192700	SoyZH13_02G192700.m1	KEGG:R04591
SoyZH13_02G197500	SoyZH13_02G197500.m1	KEGG:R03876
SoyZH13_02G199400	SoyZH13_02G199400.m1	KEGG:R03876
SoyZH13_02G199500	SoyZH13_02G199500.m1	KEGG:R04109
SoyZH13_02G199900	SoyZH13_02G199900.m1	KEGG:R00842
SoyZH13_02G199900	SoyZH13_02G199900.m2	KEGG:R00842
SoyZH13_02G200800	SoyZH13_02G200800.m1	KEGG:R00630
SoyZH13_02G200800	SoyZH13_02G200800.m2	KEGG:R00630
SoyZH13_02G205200	SoyZH13_02G205200.m1	KEGG:R00083
SoyZH13_02G205200	SoyZH13_02G205200.m2	KEGG:R00083
SoyZH13_02G207300	SoyZH13_02G207300.m1	KEGG:R03435
SoyZH13_02G208200	SoyZH13_02G208200.m1	KEGG:R02016
SoyZH13_02G209200	SoyZH13_02G209200.m1	KEGG:R00804;KEGG:R02732
SoyZH13_02G211800	SoyZH13_02G211800.m1	KEGG:R00083
SoyZH13_02G213100	SoyZH13_02G213100.m1	KEGG:R03876
SoyZH13_02G213100	SoyZH13_02G213100.m2	KEGG:R03876
SoyZH13_02G213100	SoyZH13_02G213100.m3	KEGG:R03876
SoyZH13_02G213100	SoyZH13_02G213100.m4	KEGG:R03876
SoyZH13_02G213800	SoyZH13_02G213800.m1	KEGG:R03532
SoyZH13_02G213900	SoyZH13_02G213900.m1	KEGG:R03532
SoyZH13_02G214000	SoyZH13_02G214000.m1	KEGG:R03532
SoyZH13_02G214100	SoyZH13_02G214100.m1	KEGG:R03532
SoyZH13_02G214300	SoyZH13_02G214300.m1	KEGG:R03532
SoyZH13_02G214400	SoyZH13_02G214400.m1	KEGG:R03876
SoyZH13_02G214400	SoyZH13_02G214400.m2	KEGG:R03876
SoyZH13_02G214400	SoyZH13_02G214400.m3	KEGG:R03876
SoyZH13_02G214400	SoyZH13_02G214400.m4	KEGG:R03876
SoyZH13_02G214400	SoyZH13_02G214400.m5	KEGG:R03876
SoyZH13_02G214600	SoyZH13_02G214600.m1	KEGG:R02918
SoyZH13_02G214600	SoyZH13_02G214600.m2	KEGG:R02918
SoyZH13_02G217000	SoyZH13_02G217000.m1	KEGG:R03876
SoyZH13_02G217000	SoyZH13_02G217000.m2	KEGG:R03876
SoyZH13_02G217900	SoyZH13_02G217900.m1	KEGG:R03348
SoyZH13_02G217900	SoyZH13_02G217900.m2	KEGG:R03348
SoyZH13_02G217900	SoyZH13_02G217900.m3	KEGG:R03348
SoyZH13_02G217900	SoyZH13_02G217900.m4	KEGG:R03348
SoyZH13_02G217900	SoyZH13_02G217900.m5	KEGG:R03348
SoyZH13_02G217900	SoyZH13_02G217900.m6	KEGG:R03348
SoyZH13_02G218800	SoyZH13_02G218800.m1	KEGG:R01908
SoyZH13_02G219200	SoyZH13_02G219200.m1	KEGG:R01616
SoyZH13_02G219300	SoyZH13_02G219300.m1	KEGG:R01616;KEGG:R04030
SoyZH13_02G219400	SoyZH13_02G219400.m1	KEGG:R01616
SoyZH13_02G220100	SoyZH13_02G220100.m1	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m2	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m3	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m4	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m5	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m6	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m7	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m8	KEGG:R02003;KEGG:R02061
SoyZH13_02G220100	SoyZH13_02G220100.m9	KEGG:R02003;KEGG:R02061
SoyZH13_02G221000	SoyZH13_02G221000.m1	KEGG:R00289
SoyZH13_02G221000	SoyZH13_02G221000.m2	KEGG:R00289
SoyZH13_02G222500	SoyZH13_02G222500.m1	KEGG:R03876
SoyZH13_02G223400	SoyZH13_02G223400.m1	KEGG:R00253
SoyZH13_02G223500	SoyZH13_02G223500.m1	KEGG:R00253
SoyZH13_02G227300	SoyZH13_02G227300.m1	KEGG:R01015
SoyZH13_02G228300	SoyZH13_02G228300.m1	KEGG:R03876
SoyZH13_02G230000	SoyZH13_02G230000.m1	KEGG:R00883;KEGG:R00885
SoyZH13_02G230000	SoyZH13_02G230000.m2	KEGG:R00883;KEGG:R00885
SoyZH13_02G233200	SoyZH13_02G233200.m1	KEGG:R01083;KEGG:R04559
SoyZH13_02G234300	SoyZH13_02G234300.m1	KEGG:R03532
SoyZH13_02G234300	SoyZH13_02G234300.m2	KEGG:R03532
SoyZH13_02G236200	SoyZH13_02G236200.m1	KEGG:R03435
SoyZH13_02G236200	SoyZH13_02G236200.m2	KEGG:R03435
SoyZH13_02G236300	SoyZH13_02G236300.m1	KEGG:R03435
SoyZH13_02G236400	SoyZH13_02G236400.m1	KEGG:R03435
SoyZH13_02G236400	SoyZH13_02G236400.m2	KEGG:R03435
SoyZH13_02G237000	SoyZH13_02G237000.m1	KEGG:R07214
SoyZH13_02G237000	SoyZH13_02G237000.m2	KEGG:R07214
SoyZH13_02G238200	SoyZH13_02G238200.m1	KEGG:R03509
SoyZH13_02G238500	SoyZH13_02G238500.m1	KEGG:R03532
SoyZH13_02G238700	SoyZH13_02G238700.m1	KEGG:R03532
SoyZH13_02G240500	SoyZH13_02G240500.m1	KEGG:R00083
SoyZH13_02G242700	SoyZH13_02G242700.m1	KEGG:R03876
SoyZH13_02G245600	SoyZH13_02G245600.m1	KEGG:R03876
SoyZH13_02G245600	SoyZH13_02G245600.m2	KEGG:R03876
SoyZH13_02G245600	SoyZH13_02G245600.m3	KEGG:R03876
SoyZH13_02G245600	SoyZH13_02G245600.m4	KEGG:R03876
SoyZH13_02G245900	SoyZH13_02G245900.m1	KEGG:R01103
SoyZH13_02G246000	SoyZH13_02G246000.m1	KEGG:R01103
SoyZH13_02G246100	SoyZH13_02G246100.m1	KEGG:R03876
SoyZH13_02G246100	SoyZH13_02G246100.m2	KEGG:R03876
SoyZH13_02G246100	SoyZH13_02G246100.m3	KEGG:R03876
SoyZH13_02G246100	SoyZH13_02G246100.m4	KEGG:R03876
SoyZH13_02G246400	SoyZH13_02G246400.m1	KEGG:R07214
SoyZH13_02G246600	SoyZH13_02G246600.m1	KEGG:R07214
SoyZH13_02G246800	SoyZH13_02G246800.m1	KEGG:R07214
SoyZH13_02G250100	SoyZH13_02G250100.m1	KEGG:R06957
SoyZH13_02G250300	SoyZH13_02G250300.m1	KEGG:R06957
SoyZH13_02G250300	SoyZH13_02G250300.m2	KEGG:R06957
SoyZH13_02G250900	SoyZH13_02G250900.m1	KEGG:R02082
SoyZH13_02G251700	SoyZH13_02G251700.m1	KEGG:R06983
SoyZH13_02G251700	SoyZH13_02G251700.m2	KEGG:R06983
SoyZH13_02G251700	SoyZH13_02G251700.m3	KEGG:R06983
SoyZH13_02G251700	SoyZH13_02G251700.m4	KEGG:R06983
SoyZH13_02G251700	SoyZH13_02G251700.m5	KEGG:R06983
SoyZH13_02G251800	SoyZH13_02G251800.m1	KEGG:R06983
SoyZH13_02G252800	SoyZH13_02G252800.m1	KEGG:R04462;KEGG:R04537
SoyZH13_02G252800	SoyZH13_02G252800.m2	KEGG:R04462;KEGG:R04537
SoyZH13_02G252800	SoyZH13_02G252800.m3	KEGG:R04462;KEGG:R04537
SoyZH13_02G254400	SoyZH13_02G254400.m1	KEGG:R03083
SoyZH13_02G254600	SoyZH13_02G254600.m1	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m10	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m11	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m12	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m2	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m3	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m4	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m5	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m6	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m7	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m8	KEGG:R03876
SoyZH13_02G254600	SoyZH13_02G254600.m9	KEGG:R03876
SoyZH13_02G254800	SoyZH13_02G254800.m1	KEGG:R00130;KEGG:R03035
SoyZH13_02G255900	SoyZH13_02G255900.m1	KEGG:R01360
SoyZH13_02G255900	SoyZH13_02G255900.m2	KEGG:R01360
SoyZH13_02G255900	SoyZH13_02G255900.m3	KEGG:R01360
SoyZH13_02G255900	SoyZH13_02G255900.m4	KEGG:R01360
SoyZH13_02G256200	SoyZH13_02G256200.m1	KEGG:R01360
SoyZH13_02G259400	SoyZH13_02G259400.m1	KEGG:R01201
SoyZH13_02G260200	SoyZH13_02G260200.m1	KEGG:R03899;KEGG:R09074;KEGG:R09076;KEGG:R09077
SoyZH13_02G261400	SoyZH13_02G261400.m1	KEGG:R02003;KEGG:R02061
SoyZH13_02G264800	SoyZH13_02G264800.m1	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m2	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m3	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m4	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m5	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m6	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m7	KEGG:R00162
SoyZH13_02G264800	SoyZH13_02G264800.m8	KEGG:R00162
SoyZH13_02G267700	SoyZH13_02G267700.m1	KEGG:R06354
SoyZH13_02G267700	SoyZH13_02G267700.m2	KEGG:R06354
SoyZH13_02G268500	SoyZH13_02G268500.m1	KEGG:R07606
SoyZH13_02G268500	SoyZH13_02G268500.m2	KEGG:R07606
SoyZH13_02G268500	SoyZH13_02G268500.m3	KEGG:R07606
SoyZH13_02G271101	SoyZH13_02G271101.m1	KEGG:R01397
SoyZH13_02G271101	SoyZH13_02G271101.m2	KEGG:R01397
SoyZH13_02G271300	SoyZH13_02G271300.m1	KEGG:R01931
SoyZH13_02G272200	SoyZH13_02G272200.m1	KEGG:R00630
SoyZH13_02G276100	SoyZH13_02G276100.m1	KEGG:R00586
SoyZH13_02G276300	SoyZH13_02G276300.m1	KEGG:R00586
SoyZH13_02G276400	SoyZH13_02G276400.m1	KEGG:R00630
SoyZH13_02G276500	SoyZH13_02G276500.m1	KEGG:R00630
SoyZH13_02G277501	SoyZH13_02G277501.m1	KEGG:R00103
SoyZH13_02G279700	SoyZH13_02G279700.m1	KEGG:R00966
SoyZH13_02G279700	SoyZH13_02G279700.m2	KEGG:R00966
SoyZH13_02G281200	SoyZH13_02G281200.m1	KEGG:R00948
SoyZH13_02G281200	SoyZH13_02G281200.m2	KEGG:R00948
SoyZH13_02G281200	SoyZH13_02G281200.m3	KEGG:R00948
SoyZH13_02G283600	SoyZH13_02G283600.m1	KEGG:R02820
SoyZH13_02G285300	SoyZH13_02G285300.m1	KEGG:R03876
SoyZH13_02G285300	SoyZH13_02G285300.m2	KEGG:R03876
SoyZH13_03G000300	SoyZH13_03G000300.m1	KEGG:R03876
SoyZH13_03G000400	SoyZH13_03G000400.m1	KEGG:R01220
SoyZH13_03G000400	SoyZH13_03G000400.m2	KEGG:R01220
SoyZH13_03G000400	SoyZH13_03G000400.m3	KEGG:R01220
SoyZH13_03G001900	SoyZH13_03G001900.m1	KEGG:R01103
SoyZH13_03G001900	SoyZH13_03G001900.m2	KEGG:R01103
SoyZH13_03G002800	SoyZH13_03G002800.m1	KEGG:R03876
SoyZH13_03G004200	SoyZH13_03G004200.m1	KEGG:R03876
SoyZH13_03G004200	SoyZH13_03G004200.m2	KEGG:R03876
SoyZH13_03G004200	SoyZH13_03G004200.m3	KEGG:R03876
SoyZH13_03G004600	SoyZH13_03G004600.m1	KEGG:R03840
SoyZH13_03G004600	SoyZH13_03G004600.m2	KEGG:R03840
SoyZH13_03G005600	SoyZH13_03G005600.m1	KEGG:R01213
SoyZH13_03G007401	SoyZH13_03G007401.m1	KEGG:R03532
SoyZH13_03G007500	SoyZH13_03G007500.m1	KEGG:R03532
SoyZH13_03G007600	SoyZH13_03G007600.m1	KEGG:R03532
SoyZH13_03G008500	SoyZH13_03G008500.m1	KEGG:R03876
SoyZH13_03G008500	SoyZH13_03G008500.m2	KEGG:R03876
SoyZH13_03G010200	SoyZH13_03G010200.m1	KEGG:R03459
SoyZH13_03G010803	SoyZH13_03G010803.m1	KEGG:R08165
SoyZH13_03G013500	SoyZH13_03G013500.m1	KEGG:R00214
SoyZH13_03G014200	SoyZH13_03G014200.m1	KEGG:R01015
SoyZH13_03G019200	SoyZH13_03G019200.m1	KEGG:R06354
SoyZH13_03G019300	SoyZH13_03G019300.m1	KEGG:R00630
SoyZH13_03G019600	SoyZH13_03G019600.m1	KEGG:R03269
SoyZH13_03G019600	SoyZH13_03G019600.m2	KEGG:R03269
SoyZH13_03G019600	SoyZH13_03G019600.m3	KEGG:R03269
SoyZH13_03G019700	SoyZH13_03G019700.m1	KEGG:R00686;KEGG:R01616
SoyZH13_03G019700	SoyZH13_03G019700.m2	KEGG:R01616
SoyZH13_03G019700	SoyZH13_03G019700.m3	KEGG:R00686;KEGG:R01616
SoyZH13_03G019700	SoyZH13_03G019700.m4	KEGG:R00686;KEGG:R01616
SoyZH13_03G019700	SoyZH13_03G019700.m5	KEGG:R01616
SoyZH13_03G020200	SoyZH13_03G020200.m1	KEGG:R06354
SoyZH13_03G021000	SoyZH13_03G021000.m1	KEGG:R02292
SoyZH13_03G021000	SoyZH13_03G021000.m2	KEGG:R02292
SoyZH13_03G025500	SoyZH13_03G025500.m1	KEGG:R01385
SoyZH13_03G025600	SoyZH13_03G025600.m1	KEGG:R03460
